source,nom,nom_en,longitude,latitude,ville,province,district,telephone,giga_id,niveau
OSM,Trường Tiểu học Xuân Đỉnh,,105.7944959,21.0723743,,,,,,Primary
OSM,Trường Tiểu học Lê Lai,,108.240437,16.0444829,,,,,,Primary
OSM,Trường Tiểu học Núi Thành,,108.2148889,16.0411114,,,,,,Primary
OSM,Trường Tiểu học Huỳnh Ngọc Huệ,,108.1916181,16.0638513,,,,,,Primary
OSM,Trường Tiểu học Võ Trường Toàn,,105.7650479,10.0485031,,,,,,Primary
OSM,Trường Tiểu Học Hồ Văn Huê,Ho Van Hue Primary School,106.6742964,10.8085407,,Hồ Chí Minh,Phú Nhuận,,,Primary
OSM,Trường Tiểu học Lăng Cô,,108.0843209,16.2309335,,,,,,Primary
OSM,"Trường Tiểu học, Trung học cơ sở và Trung học phổ thông May",,105.8305513,20.9863565,,,,,,Primary
OSM,Trường tiểu học Mạc Đĩnh Chi,,105.7851454,10.0374247,Cần Thơ,,,,,Primary
OSM,Trường Tiểu học Võ Thị Sáu,Vo Thi Sau Primary School,107.2746059,10.4825304,,,,,,Primary
OSM,Trường Tiểu học Ngọc Hồi,,106.655578,10.7784426,,Hồ Chí Minh,Tân Bình,,,Primary
OSM,Trường Tiểu Học Nguyễn Bá Ngọc,Nguyen Ba Ngoc Primary School,106.68582,10.8076855,,,,,,Primary
OSM,Trường Tiểu học Hoàng Hoa Thám,Hoang Hoa Tham Primary School,105.8105003,21.0456555,,,,,,Primary
OSM,Trường Tiểu Học Quang Thiện,,106.1057578,20.0993513,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Trãi,,105.81718,20.9962205,,,,,,Primary
OSM,tiểu học C Vĩnh Thạnh Trung,,105.2175163,10.5763922,,,,,,Primary
OSM,tiểu học A VTT,,105.2286405,10.5845683,,,,,,Primary
OSM,Trường Tiểu học Lý Nhơn,Ly Nhon Primary School,106.6991169,10.7615695,,,,,,Primary
OSM,Trường Tiểu học Đặng Trần Côn,,106.6973627,10.7607181,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Văn Trỗi,Nguyen Van Troi Primary School,106.701541,10.7632821,Phường 9,Thành phố Hồ Chí Minh,Quận 4,,,Primary
OSM,Trường Tiểu học Đoàn Thị Điểm,Doan Thi Diem Primary School,106.6937438,10.756599,,,,,,Primary
OSM,tiểu học A Bình Long,,105.2454254,10.5657478,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Du,,105.7583073,10.0113107,Cần Thơ,,,,,Primary
OSM,Tiểu học Bình Thủy,,105.7521964,10.0715156,,,,,,Primary
OSM,Tiểu Học An Thới 2,,105.7668489,10.0579402,,,,,,Primary
OSM,Tiểu học Trà Nóc,,105.7285571,10.0905049,,,,,,Primary
OSM,Tiểu học An Lạc,,105.7818522,10.026326,,,,,,Primary
OSM,Tiểu Học Châu Văn Liêm,,105.4404981,10.3786072,,,,,,Primary
OSM,Tiểu học Nguyễn Bỉnh Khiêm,,105.447795,10.381382,,,,,,Primary
OSM,Tiểu học Chu Văn An,,105.4339025,10.3786335,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Du,,105.4382152,10.3858255,,,,,,Primary
OSM,Tiểu học Lê Hồng Phong,,105.4668963,10.3464882,,,,,,Primary
OSM,Tiểu học Trần Quang Khải,,105.4612293,10.3480036,,,,,,Primary
OSM,Trường Tiểu học Hùng Vương,,105.8158157,9.8174946,,,,,,Primary
OSM,Tiểu học Long Thạnh 1,,105.7521599,9.9094437,,,,,,Primary
OSM,Tiểu học Trần Quốc Toản,,105.8257588,9.8055772,,,,,,Primary
OSM,Trường Tiểu học Đồng Hướng,,106.0952145,20.0962633,,,,,,Primary
OSM,Tiểu học Thốt Nốt,,105.532288,10.2720251,,,,,,Primary
OSM,Tiểu học Trần Phú,,105.4866806,10.3272926,,An Giang,Long Xuyên,,,Primary
OSM,Trường Tiểu học Lê Lợi,,105.4375199,10.3895097,,,,,,Primary
OSM,Trường Tiểu học Lê Văn Nhung,,105.4324285,10.3833684,,,,,,Primary
OSM,Tiểu học Phạm Hồng Thái,,105.4147015,10.3734741,,,,,,Primary
OSM,Tiểu học B Nhơn Mỹ,,105.4017731,10.4524053,,,,,,Primary
OSM,Trường Tiểu học Trưng Vương,,105.7650651,10.2965167,,,,,,Primary
OSM,Trường Tiểu học Kim Đồng,,105.764304,10.2977313,,,,,,Primary
OSM,Tiểu học Trần Quốc Toản,,105.3975025,10.3690115,,,,,,Primary
OSM,Tiểu học Chu Văn An,,105.6426776,10.458307,,,,,,Primary
OSM,Tiểu học B Bình Long,,105.2619357,10.5568308,,,,,,Primary
OSM,Tiểu học Trưng Vương,,105.1205801,10.7092595,,,,,,Primary
OSM,Tiểu học Thường Thới Tiền 1,Thuong Thoi Tien 1 Primary School,105.2463975,10.8103628,,,,,,Primary
OSM,Tiểu học Phú Thuận B,,105.3462118,10.7663134,,,,,,Primary
OSM,Trường tiểu học Lê Quý Đôn,,105.6352561,10.453975,,,,,,Primary
OSM,Tiểu học A An Phú,,105.0922859,10.8126511,,,,,,Primary
OSM,Tiểu học Thường Lạc,,105.3331375,10.8160368,,,,,,Primary
OSM,Trường Tiểu học An Thạnh 1,,105.3394301,10.8083419,,,,,,Primary
OSM,Trường tiểu học Lê Thánh Tông,,105.59277,10.4762809,,,,,,Primary
OSM,Trường Tiểu học Nam Thành Công,,105.8099674,21.0153495,,,,,,Primary
OSM,Trường Tiểu học Ngô Quyền,,105.8569356,21.0004448,,,,,,Primary
OSM,Trường Tiểu Học Nguyễn Huệ,,107.8735397,12.6927584,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Thái Học,Nguyen Thai Hoc Primary School,106.6959868,10.7679865,,,,+84 028 38242570,,Primary
OSM,Trường Tiểu học Nguyễn Bỉnh Khiêm,Nguyen Binh Khiem Primary School,106.704128,10.7883753,,,,+84 028 38292846,,Primary
OSM,Trường Tiểu học Trần Quốc Thảo,,106.6949077,10.7820576,,,,,,Primary
OSM,Trường Tiểu học Khai Minh,Khai Minh Primary School,106.7003974,10.7691717,,,,,,Primary
OSM,Trường Tiểu học Vĩnh Hội,Vinh Hoi Primary School,106.703997,10.7537927,,,,,,Primary
OSM,Trường Tiểu Học Hồng Hà,Hong Ha Primary School,106.7105255,10.7984628,,,,,,Primary
OSM,Trường Tiểu học Hoà Bình,Hoa Binh Primary School,106.6989877,10.7789211,Thành phố Hồ Chí Minh,,Quận 1,,,Primary
OSM,Trường Tiểu học Trần Quốc Tuấn,,106.649118,10.8013192,,,,,,Primary
OSM,Trường Tiểu học Tân Sơn Nhất,,106.6617878,10.8063942,Thành phố Hồ Chí Minh,,Tân Bình,,,Primary
OSM,Trường Tiểu học Hoàng Diệu,Hoang Dieu Primary School,105.8076358,21.0370963,,,,,,Primary
OSM,Trường Tiểu học Dịch Vọng B,,105.7963522,21.0384303,Hà Nội,Hà Nội,Cầu Giấy,,,Primary
OSM,Trường Tiểu học Nguyễn Thái Học,Nguyễn Thái Học Primary School,107.0823654,10.3536428,,,,,,Primary
OSM,Trường Tiểu học Lý Tự Trọng,Ly Tu Trong Primary School,107.08838,10.3548654,,,,,,Primary
OSM,Trường Tiểu học Bàu Sen,Bau Sen Primary School,107.0798616,10.3475095,,,,,,Primary
OSM,Trường Tiểu học - Trung học cơ sở - Trung học phổ thông Sao Việt,VStar School,106.6991785,10.7431821,,,,,,Primary
OSM,Trường Tiểu học Tân Thành 1,,107.9399942,10.7218316,,,,,,Primary
OSM,Trường Mầm non Ngôi Sao Tuổi Thơ - Tiểu học - Trung học cơ sở - Trung học phổ thông Hoàng Gia,Royal School,106.7112071,10.7324849,,,,,,Primary
OSM,Trường Tiểu học Kim Đồng,Kim Dong Primary School,105.8191535,21.0299487,,,,,,Primary
OSM,Trường Tiểu học Hạ Long,Ha Long Primary School,107.0779635,10.3441366,,,,,,Primary
OSM,Trường Tiểu học Đoàn Kết,Doan Ket Primary School,107.077231,10.3507912,,,,,,Primary
OSM,Trường Tiểu học Trưng Vương,,107.088963,10.3677499,,,,,,Primary
OSM,Trường tiểu học Kiên Lương,,104.6461295,10.2862894,,,,,,Primary
OSM,tiểu học Kiên Lương,,104.6462677,10.2855483,,,,,,Primary
OSM,Trường Tiểu học Vỗ Thị Sáu,,106.7109827,10.7335066,Hồ Chí Minh,Hồ Chí Minh,Quận 7,,,Primary
OSM,Trường Tiểu học Thắng Tam,Thang Tam Primary School,107.088211,10.338525,,,,,,Primary
OSM,Trường Tiểu học Quang Vinh,,106.8132963,10.950015,,,,,,Primary
OSM,Trường tiểu học Phú Lộc,,105.7465924,9.4290712,,,,,,Primary
OSM,Trường Tiểu học Thuận An,,105.5160207,10.2883239,,Can Tho,,,,Primary
OSM,tiểu học thới thuận 1,,105.506694,10.2995159,,,,,,Primary
OSM,"Trường Tiểu học, Trung học cơ sở & Trung học phổ thông Victory",,108.0403407,12.6744741,,,,,,Primary
OSM,Trường Tiểu học Ngô Quyền,,108.0412328,12.6701721,,,,,,Primary
OSM,Trường Tiểu Học Lê Văn Tám,,108.031071,12.6648276,,,,,,Primary
OSM,Trường tiểu học Võ Thị Sáu,,108.0488274,12.6806909,,,,,,Primary
OSM,Tiểu học Nguyễn Bỉnh Khiêm,,108.0512799,12.6892663,,,,,,Primary
OSM,Trường Tiểu học Bến Tre,,106.3767451,10.2376234,,,,,,Primary
OSM,Trường Tiểu học An Tân,,108.8991129,14.576776,,,,,,Primary
OSM,Trường Tiểu học Lương Định Của,,106.6822786,10.7707152,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Viết Xuân,Nguyen Viet Xuan Primary School,107.1075043,10.3770569,,,,,,Primary
OSM,Trường Tiểu học Trương Công Định,,107.094519,10.3584306,Vung Tau,,,,,Primary
OSM,Trường Tiểu Học Thanh Bình,,105.9798666,20.2560931,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Trãi,Nguyen Trai Elementary school,107.8061972,11.5512919,,,,,,Primary
OSM,Trường Tiểu học Trung Vương,,107.8217384,11.5430592,,,,,,Primary
OSM,Trường Tiểu học Lộc Thanh,,107.8443043,11.5510294,,,,,,Primary
OSM,Trường Tiểu học Lê Hồng Phong,,106.6971815,20.8375086,,,,,,Primary
OSM,Trường tiểu học đằng Giang,,106.6993714,20.8452652,,,,,,Primary
OSM,Trường Tiểu Học Đằng Lâm,,106.7095809,20.8329388,,,,,,Primary
OSM,Trường Tiểu Học Dương Quan,,106.6851608,20.8947377,,,,,,Primary
OSM,Trường Tiểu học Cát Bi,,106.7100105,20.8254218,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Đức Cảnh,,106.6659839,20.8503841,,,,,,Primary
OSM,Trường Tiểu học Võ Xán 1,,108.9159442,13.9129778,,,,,,Primary
OSM,Trường Tiểu học Võ Xán 2,,108.9210573,13.9096712,,,,,,Primary
OSM,Trường Tiểu học Ngô Gia Tự,,106.6664227,20.8579618,,,,,,Primary
OSM,Truường tiểu học Trần Quốc Toản,,106.7055551,20.8629811,,,,,,Primary
OSM,Trường Tiểu Học Đằng Hài,,106.7177096,20.8392286,,,,,,Primary
OSM,Trường Tiểu Học Dư Hàng Kênh,,106.683691,20.8351954,,,,,,Primary
OSM,Trường Tiểu học Đông Hải 2,,106.729871,20.8443497,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Thượng Hiền,,106.6964652,20.8642556,Thành phố Hải Phòng,,Quận Ngô Quyền,,,Primary
OSM,Trường Tiểu học Thái Phiên,,106.702006,20.8596232,,,,,,Primary
OSM,Trường tiểu học đằng Giang,,106.6994321,20.8451255,,,,,,Primary
OSM,Trường tiểu học Bạch Đằng,,106.6495077,20.8670626,,,,,,Primary
OSM,Trường tiểu học Tân Dương,,106.6739856,20.8992223,,,,,,Primary
OSM,Tiểu Học Vĩnh Niệm,,106.6776817,20.8316679,,,,,,Primary
OSM,Trường Tiểu học Chu Văn An,,106.6896091,20.8523695,,,,,,Primary
OSM,Trường Tiểu học Trần Văn Ơn,,106.6746002,20.860875,,,,,,Primary
OSM,Tiểu học Lê Thị Hồng Gấm,,108.0431505,12.6868543,,,,,,Primary
OSM,tiểu học Trần Văn Ơn,,108.0365803,12.6841879,,,,,,Primary
OSM,tiểu học Lê Hồng Phong,,108.0382487,12.6821414,,,,,,Primary
OSM,tiểu học Nguyễn Đức Cảnh,,108.0547558,12.6958449,,,,,,Primary
OSM,Tiểu học Ngô Gia Tự,,108.0037804,12.6444427,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Huệ,,108.007534,12.6435311,,,,,,Primary
OSM,tiểu học Phan Chu Trinh,,108.0430374,12.6818117,,,,,,Primary
OSM,Trường tiểu học Tô Hiệu,,108.0251278,12.6544176,,,,,,Primary
OSM,Trường tiểu học Bạch Đằng,,106.6523796,20.8683454,,,,,,Primary
OSM,tiểu học Nguyễn Viết Xuân,,108.0797802,12.7062557,,,,,,Primary
OSM,tiểu học Nguyễn Bá Ngọc,,108.0916186,12.7211618,,,,,,Primary
OSM,Trường tiểu học Nguyễn Du,,106.7024283,20.8702597,,,,,,Primary
OSM,Trường tiểu học Lý Tự Trọng,,106.6967411,20.8575949,,,,,,Primary
OSM,Trường tiểu học Đông Hải,,106.7163751,20.8525218,,,,,,Primary
OSM,Trường Tiểu học Trưng Vương,,106.671956,20.8438752,,,,,,Primary
OSM,Trường Tiểu học Đinh Tiên Hoàng,,106.6818066,20.8603075,,,,,,Primary
OSM,Trường tiểu học Nguyễn Trãi,,106.6616585,20.856688,,,,,,Primary
OSM,Trường Tiểu học An Đồng,,106.6475236,20.8562729,,,,,,Primary
OSM,Tiểu học Lý Tự Trọng,,108.0301331,12.6793964,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Trãi,,106.7014779,20.850663,,,,,,Primary
OSM,Tiểu học Đằng Hải Khu B,,106.7250333,20.8347288,,,,,,Primary
OSM,Trường Tiểu học Hải Nam,,107.1543706,10.4198598,Vũng Tàu,,,,,Primary
OSM,Trường Tiểu học Phước Thắng,,107.1359115,10.4098367,,,,,,Primary
OSM,Trường Tiểu học Đa Tốn,,105.9377176,20.9847712,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Thanh Đằng,Nguyen Thanh Dang Primary School,107.1707023,10.4964472,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Bá Ngọc,Nguyen Ba Ngoc Primary School,107.1733522,10.503974,,,,,,Primary
OSM,Trường Tiểu học Trường Sơn,Truong Son Primary School,107.1827568,10.4989984,,,,,,Primary
OSM,Trường Tiểu học Lê Thành Duy,Le Thanh Duy Primary School,107.1748529,10.4905017,,,,,,Primary
OSM,Trường Tiểu học Lê Lợi,Le Loi Primary School,107.1890494,10.5114834,,,,,,Primary
OSM,Trường Tiểu học Long Hương,Long Huong Primary School,107.1646319,10.5000371,,,,,,Primary
OSM,Trường Tiểu học Phan Bội Châu,Phan Boi Chau Primary School,107.1519847,10.5029998,,,,,,Primary
OSM,Trường Tiểu học Kim Dinh,Kim Dinh Primary School,107.131558,10.5057342,,,,,,Primary
OSM,Trường Tiểu học Điện Biên,Dien Bien Primary School,107.194289,10.4925328,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Huệ,,106.6517769,10.7467058,,,,,,Primary
OSM,Trường Tiểu học Cao Văn Ngọc,Cao Van Ngoc Primary School,107.217189,10.4658675,,,,,,Primary
OSM,Trường Tiểu học Chu Hải,Chu Hai Primary School,107.1191372,10.5041437,,,,,,Primary
OSM,Trường Tiểu học Kim Đồng,,107.2183849,10.4202268,,,,,,Primary
OSM,Trường Tiểu học Lê Lợi,Le Loi Primary School,107.2291186,10.4086164,,,,,,Primary
OSM,Trường Tiểu học Phạm Ngũ Lão,Pham Ngu Lao Primary School,107.2283458,10.4020801,,,,,,Primary
OSM,Trường Tiểu học Bùi Thị Xuân,Bui Thi Xuan Primary School,107.074508,10.3577388,,,,,,Primary
OSM,Trường Tiểu học Thắng Nhì,Thang Nhi Primary School,107.0760707,10.3711641,,,,,,Primary
OSM,Trường Tiểu học Lê Lợi,Le Loi Primary School,107.0766506,10.3671905,,,,,,Primary
OSM,Trường Tiểu học Phước Hải 2,Phuoc Hai 2 Primary School,107.2853386,10.4211702,,,,,,Primary
OSM,Trường Tiểu học Tam Phước,Tam Phuoc Primary School,107.22922,10.4665442,,,,,,Primary
OSM,Trường tiểu học Tân Quy,,106.7042121,10.7410152,Phường Tân Quy,,,,,Primary
OSM,Trường Tiểu học Lương Thế Vinh,,106.710659,10.7462206,Phường Tân Kiểng,Thành phố Hồ Chí Minh,Quận 7,,,Primary
OSM,Trường Tiểu học Nguyễn Thị Định,,106.7162446,10.7429923,Phường Bình Thuận,Thành phố Hồ Chí Minh,,,,Primary
OSM,Trường Tiểu học Kết Đoàn,Ket Doan Primary School,106.6885068,10.7684715,,,,,,Primary
OSM,Trường Tiểu học Bạch Đằng,Bach Dang Primary School,106.7033996,10.7653886,,,,,,Primary
OSM,Trường Tiểu học Tăng Bạt Hổ B,,106.7099666,10.754553,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Du,Nguyen Du Primary School,106.6545046,10.9810059,,,,,,Primary
OSM,Trường Tiểu học Chánh Mỹ,,106.6405015,10.9878287,,,,,,Primary
OSM,Trường Tiểu Học Thủ Khoa Huân,Thu Khoa Huan Primary School,106.3621782,10.3587092,Mỹ Tho,Tiền Giang,,+84 73 3872 621,,Primary
OSM,Trường Tiểu học Trần Quốc Toản,,107.0968809,10.5111801,,,,,,Primary
OSM,Trường Tiểu học Quang Trung,Quang Trung Primary School,107.061167,10.5860926,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Thị Định,Nguyen Thi Dinh Primary School,107.061106,10.5644878,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Trãi,,106.3639717,10.3619663,,,,,,Primary
OSM,Trường Tiểu học Hải Bối,,105.798043,21.1101547,,,,,,Primary
OSM,Trường Tiểu học Đại Mạch,,105.7540669,21.1205201,,,,,,Primary
OSM,Trường Tiểu học Kim Chung,,105.7777806,21.12952,,,,,,Primary
OSM,Trường Tiểu học Mê Linh,,105.730582,21.16416,,,,,,Primary
OSM,Trường Tiểu học Mỹ Xuân,My Xuan Primary School,107.0597786,10.6283561,,,,,,Primary
OSM,Trường Tiểu học Lý Thường Kiệt,,107.0736502,10.5487753,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Thị Minh Khai,,107.0861003,10.5388724,,,,,,Primary
OSM,Trường Tiểu học Quang Trung,,107.0864299,10.3692549,,,,,,Primary
OSM,Trường Tiểu học Thắng Nhất,Thang Nhat Primary School,107.1026868,10.3920284,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Du,Nguyen Du Primary School,107.1171809,10.6407366,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Công Trứ,,107.0868382,10.6404863,,,,,,Primary
OSM,Trường Tiểu học Long Liên,,107.2124343,10.4902038,,,,,,Primary
OSM,Trường Tiểu học Long Liên (cơ sở 2),,107.2187638,10.4889737,,,,,,Primary
OSM,Trường Tiểu học Đặng Văn Dực,,107.2451689,10.4879483,,,,,,Primary
OSM,Trường Tiểu học Trần Quang Diệu,Tran Quang Dieu Primary School,107.1544736,10.7234367,,,,,,Primary
OSM,Trường Tiểu học Trần Văn Quan,Tran Van Quan Primary School,107.1725455,10.5263853,,,,,,Primary
OSM,Trường Tiểu học An Khánh,,106.7434256,10.788439,,,,,,Primary
OSM,Trường Tiểu học Phước Mỹ 1,,108.9710228,11.5864103,Phan Rang - Tháp Chàm,,,,,Primary
OSM,Trường Tiểu học Lộc An,Loc An Primary School,107.33188,10.4590454,,,,,,Primary
OSM,Trường Tiểu học Trương Quyền,,106.6776188,10.7853438,,,,,,Primary
OSM,Trường Tiểu học Tạ Uyên,,106.8208289,10.8833063,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Khuyến,,106.8178669,10.8964641,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Bỉnh Khiêm,,106.7797586,10.8889937,,,,,,Primary
OSM,Trường Tiểu học Bình An,,106.7850747,10.8910522,,,,,,Primary
OSM,Trường Tiểu học Bình An,,106.7923831,10.9004756,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Khuyến,,106.8319523,10.8974834,,,,,,Primary
OSM,Trường Tiểu học Đông Hòa,,106.7830046,10.899563,,,,,,Primary
OSM,Trường Tiểu học Tân Phú,,106.8081997,10.8659356,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Minh Quang,,106.8146828,10.8625155,,,,,,Primary
OSM,Trường Tiểu học Nghĩa Đô,,105.7959561,21.0471409,Hà Nội,Hà Nội,Quận Cầu Giấy,,,Primary
OSM,Trường Tiểu học Trương Văn Hải,,106.7477067,10.8660029,,,,,,Primary
OSM,Trường Tiểu học An Bình B,,106.7546342,10.8741718,,,,,,Primary
OSM,Trường Tiểu học An Bình,,106.7573053,10.8764094,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Văn Triết,,106.763895,10.8582781,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Khắc Hiếu,,106.8114803,10.9476271,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Du,,106.818552,10.9452013,,,,,,Primary
OSM,Trường Tiểu học Tân Phong 1,,106.8375332,10.9679098,Thành phố Biên Hòa,Tỉnh Đồng Nai,,,,Primary
OSM,Trường Tiểu học - Trung học cơ sở - Trung học phổ thông Bùi Thị Xuân,,106.845642,10.964066,,,,0251 3819 164,,Primary
OSM,Trường Tiểu học An Hảo,,106.8474163,10.9075608,,,,,,Primary
OSM,Trường Tiểu học Lý Công Uẩn,,108.2105453,16.0445673,,,,,,Primary
OSM,Trường Tiểu học Thiên Hộ Dương (cơ sở 2),,106.3563032,10.3673424,,,,,,Primary
OSM,Trường Tiểu học Trần Đại Nghĩa,,108.2139372,16.0029439,,,,,,Primary
OSM,Trường tiểu học Vĩnh Lộc B,,106.5651182,10.7683648,Hồ Chí Minh,,Bình Chánh,,,Primary
OSM,Trường tiểu học Võ Văn Vân,,106.560351,10.7672692,,,,,,Primary
OSM,Trường Tiểu học Đinh Tiên Hoàng,,106.7736556,10.844326,,,,,,Primary
OSM,Trường Tiểu học Nguyễn Trung Trực,,106.7551478,10.8518855,Hồ Chí Minh,,TP.Thủ Đức,,,Primary
OSM,Trường Tiểu học Yên Thế,,106.6428748,10.8013045,Thành phố Hồ Chí Minh,,Tân Bình,,,Primary
OSM,Trường Tiểu học Nguyễn Bá Ngọc,,106.0062726,11.5351771,,,,,,Primary
OSM,Trường Tiểu học Thị trấn Tân Biên,,106.0133419,11.545892,,,,,,Primary
OSM,Trường Tiểu học Suối Nghệ,Suoi Nghe Primary School,107.2164327,10.5921953,,,,,,Primary
OSM,Trường Tiểu học Láng Dài,,107.3406447,10.5060142,,,,,,Primary
OSM,Trường Tiểu học Phước Hải 1,Phuoc Hai 1 Primary School,107.2944863,10.4287047,,,,,,Primary
OSM,Trường Tiểu học Đinh Tiên Hoàng,Dinh Tien Hoang Primary School,106.6979822,10.7893829,,,,+84 028 38294295,,Primary
OSM,Trường Tiểu học số 1 Diêu Trì,,109.1451322,13.7999764,,,,,,Primary
OSM,Trường Tiểu học số 1 Diêu Trì (cs2),,109.1494478,13.8038814,,,,,,Primary
OSM,Trường Tiểu học số 2 thị trấn Diêu Trì,,109.1504886,13.8104601,,,,,,Primary
OSM,Trường Tiểu Học Phước Bình,,106.7721699,10.8154751,,,,,,Primary
OSM,Trường Tiểu học An Phong,,106.6212767,10.7031747,,,,,,Primary
OSM,Trường Tiểu học Hùng Vương,,107.1008226,16.8159672,,,,,,Primary
OSM,Trường Tiểu học Đông Lễ,,107.1159948,16.8123192,,,,,,Primary
OSM,Trường Tiểu học Trảng Bom,,107.0119682,10.954332,,,,,,Primary
OSM,Trường Tiểu học Phước Hội 1,,107.7702947,10.660597,,,,,,Primary
OSM,Trường Tiểu học Phước Lộc 2,,107.765672,10.6517043,,,,,,Primary
OSM,Trường Tiểu học Phan Chu Trinh,,106.7051829,10.900878,,,,,,Primary
OSM,Trường Tiểu học Trần Quốc Toản,,106.7004281,10.9049778,,Bình Dương,Thuận An,,,Primary
OSM,Trường Tiểu học Lái Thiêu,,106.7083982,10.9185843,,,,,,Primary
OSM,Trường Tiểu học Trần Quốc Tuấn,,107.2505378,10.7212064,,,,,,Primary
OSM,Trường Tiểu học Kim Long,Kim Long Primary School,107.2433874,10.7030282,,,,,,Primary
OSM,Trường Tiểu học Chợ Lầu 2,,108.5045551,11.2232346,,,,,,Primary
OSM,Trường Tiểu học Phan Rí Cửa 3,,108.5665038,11.1703286,,,,,,Primary
OSM,Trường Tiểu học Phan Rí Cửa 4,,108.5678443,11.1709247,,,,,,Primary
OSM,Trường Tiểu học Hanh Thông,,106.6881633,10.8210844,,Hồ Chí Minh,Gò Vấp,,,Primary
OSM,Trường tiểu học Nguyễn Thượng Hiền,,106.6856712,10.8146604,,,,,,Primary
OSM,Trường Tiểu học Phú Định,,106.6328817,10.7358889,,,,,,Primary
OSM,Trường Tiểu học Hà Huy Giáp,,106.6802223,10.8780424,,,,,,Primary
OSM,Trường Tiểu học Kim Đồng,,106.6580969,10.8651129,Phường Thới An,Thành phố Hồ Chí Minh,Quận 12,,,Primary
OSM,Trường Tiểu học Nguyễn Trãi,,106.648215,10.874164,,,,,,Primary
OSM,Tiểu học Hiệp Bình Phước,,106.7213543,10.8525485,,,,,,Primary
OSM,Trường Tiểu học Long Thạnh Mỹ,,106.8268303,10.8432346,,,,,,Primary
OSM,Trường Tiểu học Gò Dầu,,106.2664633,11.0813986,,,,,,Primary
OSM,Trường Tiểu học Cổ Nhuế 2A,Co Nhue 2A Primary School,105.7805431,21.0582101,,,,,,Primary
OSM,Trường Tiểu học Mỹ Quý,,106.2077513,10.9357626,,,,,,Primary
OSM,Trường Tiểu học Cổ Nhuế 2B,Co Nhue 2B Primary School,105.7778547,21.0612596,Hà Nội,,Từ Liêm,,,Primary
OSM,Trường Tiểu học Nguyễn Văn Thể,,106.3088295,10.8907992,,,,,,Primary
OSM,Trường Tiểu học Thị trấn Thạnh Hóa,,106.1790705,10.6580652,Thị trấn Thạnh Hóa,Long An,Thạnh Hóa,,,Primary
OSM,Trường Tiểu Học Phan Chu Trinh,,106.626666,10.7779862,Hồ Chí Minh,,Tân Phú,,,Primary
OSM,Trường Tiểu học Cổ Loa,,106.6806414,10.8052925,,Hồ Chí Minh,Phú Nhuận,,,Primary
OSM,Trường Tiểu học số 1 phường Bình Định,,109.1073308,13.8872361,,,,,,Primary
OSM,Trường Tiểu học Phù Đổng,Phu Dong Primary School,108.2223155,16.0697734,Đà Nẵng,,Hải Châu,+84 236 3810229,,Primary
OSM,Trường tiểu học Nguyễn Đình Chính,,106.6791226,10.7929143,,,,,,Primary
OSM,Trường Tiểu học Đống Đa,,106.7162459,10.8087297,,,,,,Primary
OSM,Trường Tiểu học Phú Thọ,,106.6525662,10.7605117,Ho Chi Minh City,,11,,,Primary
OSM,Trường Tiểu học Nhị Xuân,,106.538966,10.8717427,,,,,,Primary
OSM,Trường Tiểu học xã Xuyên Mộc,Xuyen Moc Commune Primary School,107.4227937,10.5626367,,,,,,Primary
OSM,Trường Tiểu học Nam Hà,,105.9019169,18.3362693,,,,,,Primary
OSM,Trường Tiểu học Đại Nài,,105.9163214,18.3230523,,,,,,Primary
OSM,Trường Tiểu học Liên Minh,,105.6050501,21.3162158,,,,,,Primary
OSM,Trường Tiểu học Đống Đa,,105.6023391,21.307826,,,,,,Primary
OSM,Trường Tiểu học Thị trấn Cần Đước,,106.6028907,10.5006393,,,,,,Primary
OSM,Trường Tiểu học Đinh Văn Tả,,106.3309304,20.9491763,,,,,,Primary
OSM,Trường Tiểu học thị trấn Đầm Hà,,107.5948089,21.354765,,,,,,Primary
