X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR
-85.9891463229999,34.0238035690001,1,00000033,ST JAMES CATHOLIC SCHOOL,700 ALBERT RAINS BLVD,GADSDEN,AL,35901,01,055,Etowah County,13,34.02381,-85.989151,23460,"Gadsden, AL",1,N,N,0104,01028,01010,2023-2024
-87.529112933,33.1737028060001,2,00000044,HOLY SPIRIT CATHOLIC SCHOOL,601 JAMES I HARRISON JR PKWY E,TUSCALOOSA,AL,35405,01,125,Tuscaloosa County,12,33.173709,-87.529118,46220,"Tuscaloosa, AL",1,N,N,0107,01070,01024,2023-2024
-86.6034161059999,34.734483445,3,00000055,HOLY FAMILY PAROCHIAL SCHOOL,2300 BEASLEY AVE NW,HUNTSVILLE,AL,35816,01,089,Madison County,12,34.73449,-86.603421,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01053,01007,2023-2024
-86.572211118,34.6903954530001,4,00000077,HOLY SPIRIT REGIONAL CATHOLIC SCHOOL,619 AIRPORT RD SW,HUNTSVILLE,AL,35802,01,089,Madison County,12,34.690402,-86.572216,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01020,01007,2023-2024
-86.796306123,33.475803715,5,00000088,OUR LADY OF SORROWS,1720 OXMOOR RD,BIRMINGHAM,AL,35209,01,073,Jefferson County,21,33.47581,-86.796311,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01052,01018,2023-2024
-86.998585006,34.532237503,6,00000124,ST ANN CATHOLIC SCHOOL,3910A SPRING AVE SW,DECATUR,AL,35603,01,103,Morgan County,13,34.532244,-86.99859,19460,"Decatur, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01008,01003,2023-2024
-86.841553071,34.17791657,7,00000135,SACRED HEART ELEMENTARY,112 2ND AVE SE,CULLMAN,AL,35055,01,043,Cullman County,32,34.177923,-86.841558,18980,"Cullman, AL",2,142,"Birmingham-Cullman-Talladega, AL",0104,01012,01004,2023-2024
-86.787516125,33.4986237100001,8,00000146,ST ROSE OF LIMA SCHOOL,1401 22ND ST S,BIRMINGHAM,AL,35205,01,073,Jefferson County,12,33.49863,-86.787521,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01055,01018,2023-2024
-86.741216137,33.516693704,9,00000179,ST FRANCIS XAVIER SCHOOL,2 XAVIER CIR,BIRMINGHAM,AL,35213,01,073,Jefferson County,12,33.5167,-86.741221,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01054,01015,2023-2024
-86.832785115,33.4439277220001,10,00000226,JOHN CARROLL CATHOLIC HIGH SCHOOL,300 LAKESHORE PKWY,BIRMINGHAM,AL,35209,01,073,Jefferson County,12,33.443934,-86.83279,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01052,01018,2023-2024
-86.829016114,33.4875957130001,11,00000237,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,1832 CENTER WAY S,BIRMINGHAM,AL,35205,01,073,Jefferson County,12,33.487602,-86.829021,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01052,01018,2023-2024
-88.113094893,30.6783663630001,12,00000474,ST PIUS X SCHOOL,217 S SAGE AVE,MOBILE,AL,36606,01,097,Mobile County,12,30.678372,-88.1131,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01103,01033,2023-2024
-88.071044904,30.6907193590001,13,00000496,ST MARY CATHOLIC SCHOOL,107 N LAFAYETTE ST,MOBILE,AL,36604,01,097,Mobile County,12,30.690725,-88.07105,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01097,01033,2023-2024
-88.139905884,30.7064833580001,14,00000532,ST IGNATIUS CATHOLIC SCHOOL,3650 SPRING HILL AVE,MOBILE,AL,36608,01,097,Mobile County,12,30.706489,-88.139911,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01101,01034,2023-2024
-88.147061885,30.6406833720001,15,00000543,ST DOMINIC CATHOLIC SCHOOL,4160 BURMA RD,MOBILE,AL,36693,01,097,Mobile County,12,30.640689,-88.147067,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01104,01033,2023-2024
-88.0533819089999,30.6962673570001,16,00000576,HEART OF MARY SCHOOL,310 SENGSTAK ST,MOBILE,AL,36603,01,097,Mobile County,12,30.696273,-88.053387,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01097,01033,2023-2024
-88.0901959,30.674414364,17,00000598,LITTLE FLOWER CATHOLIC SCHOOL,2103 GOVERNMENT ST,MOBILE,AL,36606,01,097,Mobile County,12,30.67442,-88.090201,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01097,01033,2023-2024
-87.600516047,30.4111944050001,18,00000634,ST BENEDICT CATHOLIC SCHOOL,12786 ILLINOIS ST,ELBERTA,AL,36530,01,003,Baldwin County,31,30.4112,-87.600521,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01064,01022,2023-2024
-86.215806347,32.3399039350001,19,00000714,MONTGOMERY CATHOLIC PREPARATORY SCHOOL,5350 VAUGHN RD,MONTGOMERY,AL,36116,01,101,Montgomery County,12,32.33991,-86.215811,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0102,01076,01026,2023-2024
-86.625331101,34.7148774500001,20,00000816,HUNTSVILLE COLLEGE PREPARATORY SCHOOL,"4217 9TH AVE SW, STE 40",HUNTSVILLE,AL,35805,01,089,Madison County,12,34.714884,-86.625336,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01053,01007,2023-2024
-86.6462961619999,33.5493736930001,21,00000882,JEFFERSON CHRISTIAN ACADEMY,1500 HERITAGE PL DR,IRONDALE,AL,35210,01,073,Jefferson County,21,33.54938,-86.646301,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01058,01020,2023-2024
-88.1050148899999,30.7989273370001,22,00000929,EVANGEL CHRISTIAN SCHOOL,1277 JUBILEE DR,SARALAND,AL,36571,01,097,Mobile County,21,30.798933,-88.10502,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01098,01034,2023-2024
-85.050099669,32.537105851,23,00000962,GLENWOOD SCHOOL,5801 SUMMERVILLE RD,SMITHS STATION,AL,36877,01,081,Lee County,41,32.537112,-85.050104,12220,"Auburn-Opelika, AL",1,194,"Columbus-Auburn-Opelika, GA-AL",0103,01080,01013,2023-2024
-87.6593748,34.8462044660001,24,00000973,MARS HILL BIBLE,638 COX CREEK,FLORENCE,AL,35630,01,077,Lauderdale County,13,34.846211,-87.65938,22520,"Florence-Muscle Shoals, AL",1,250,"Florence-Muscle Shoals-Russellville, AL",0105,01001,01001,2023-2024
-86.612727238,32.275826964,25,00000995,LOWNDES ACADEMY,215 S BROAD ST,LOWNDESBORO,AL,36752,01,085,Lowndes County,42,32.275833,-86.612732,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0107,01069,01023,2023-2024
-87.407974074,31.0303012630001,26,00001015,ESCAMBIA ACADEMY,268 COWPEN CREEK RD,ATMORE,AL,36502,01,053,Escambia County,42,31.030307,-87.407979,N,N,N,N,N,0101,01066,01022,2023-2024
-85.2608556549999,31.577035069,27,00001026,ABBEVILLE CHRISTIAN ACADEMY,258 W WASHINGTON ST,ABBEVILLE,AL,36310,01,067,Henry County,42,31.577041,-85.26086,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",0102,01085,01028,2023-2024
-86.583393114,34.697663451,28,00001183,GRACE LUTHERAN SCHOOL,3405 MEMORIAL PKWY SW,HUNTSVILLE,AL,35801,01,089,Madison County,12,34.69767,-86.583398,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01053,01007,2023-2024
-86.8376560729999,34.17411357,29,00001208,ST PAULS LUTHERAN SCHOOL,510 3RD AVE SE,CULLMAN,AL,35055,01,043,Cullman County,32,34.17412,-86.837661,18980,"Cullman, AL",2,142,"Birmingham-Cullman-Talladega, AL",0104,01012,01004,2023-2024
-86.013517316,34.0148325710001,30,00001321,HOLY COMFORTER EPISCOPAL DAY SCHOOL,156 S 9TH ST,GADSDEN,AL,35901,01,055,Etowah County,13,34.014839,-86.013522,23460,"Gadsden, AL",1,N,N,0104,01028,01010,2023-2024
-85.793306399,33.654483638,31,00001332,THE DONOHO SCHOOL,2501 HENRY RD,ANNISTON,AL,36207,01,015,Calhoun County,13,33.65449,-85.793311,11500,"Anniston-Oxford, AL",1,N,N,0103,01036,01012,2023-2024
-88.179535876,30.6439043730001,32,00001354,MOBILE CHRISTIAN SCHOOL,5900 COTTAGE HILL RD,MOBILE,AL,36609,01,097,Mobile County,12,30.64391,-88.179541,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01104,01035,2023-2024
-86.7536731329999,33.511822706,33,00001398,NE MILES JEWISH DAY SCHOOL,4000 MONTCLAIR RD,BIRMINGHAM,AL,35213,01,073,Jefferson County,12,33.511829,-86.753678,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01054,01018,2023-2024
-86.946550004,34.8120774440001,34,00001445,ATHENS BIBLE SCHOOL,700 US HIGHWAY 31 N,ATHENS,AL,35611,01,083,Limestone County,31,34.812084,-86.946555,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01005,01006,2023-2024
-85.449044616,31.24440815,35,00001503,HOUSTON ACADEMY,901 BUENA VISTA DR,DOTHAN,AL,36303,01,069,Houston County,13,31.244414,-85.449049,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",0102,01093,01029,2023-2024
-87.1205930579999,32.977007832,36,00001536,CAHAWBA CHRISTIAN ACADEMY,2415 MONTEVALLO RD,CENTREVILLE,AL,35042,01,007,Bibb County,42,32.977014,-87.120598,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01049,01014,2023-2024
-87.5406759269999,33.2441337920001,37,00001558,TUSCALOOSA ACADEMY,420 RICE VALLEY RD N,TUSCALOOSA,AL,35406,01,125,Tuscaloosa County,12,33.24414,-87.540681,46220,"Tuscaloosa, AL",1,N,N,0107,01063,01021,2023-2024
-86.5586411209999,34.7063934490001,38,00001605,RANDOLPH SCHOOL,1005 DRAKE AVE SE,HUNTSVILLE,AL,35802,01,089,Madison County,12,34.7064,-86.558646,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01021,01007,2023-2024
-86.758234132,33.5137707050001,39,00001616,THE ALTAMONT SCHOOL,4801 ALTAMONT RD SO.,BIRMINGHAM,AL,35222,01,073,Jefferson County,12,33.513777,-86.758239,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0106,01054,01018,2023-2024
-87.727011007,30.54612938,40,00001682,CENTRAL CHRISTIAN SCHOOL,17395 STATE HIGHWAY 104,ROBERTSDALE,AL,36567,01,003,Baldwin County,41,30.546135,-87.727016,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01064,01022,2023-2024
-85.40654055,32.873095791,41,00001693,CHAMBERS ACADEMY,15048 US HIGHWAY 431,LAFAYETTE,AL,36862,01,017,Chambers County,42,32.873102,-85.406545,29300,"LaGrange, GA-AL",2,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",0103,01037,01013,2023-2024
-88.215141866,30.651724372,42,00001751,COTTAGE HILL CHRISTIAN ACADEMY,7355 CREEKWOOD DR,MOBILE,AL,36695,01,097,Mobile County,21,30.65173,-88.215147,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01100,01034,2023-2024
-86.981296076,33.3800837420001,43,00001853,DUNNAMS PRIVATE SCHOOL,811 GLENN RD,BESSEMER,AL,35022,01,073,Jefferson County,21,33.38009,-86.981301,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01056,01019,2023-2024
-86.2927843149999,32.5472958940001,44,00001864,EDGEWOOD ACADEMY,5475 ELMORE RD,ELMORE,AL,36025,01,051,Elmore County,41,32.547302,-86.292789,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0102,01031,01030,2023-2024
-86.641344251,31.83612706,45,00001897,FORT DALE ACADEMY,1100 GAMBLE ST,GREENVILLE,AL,36037,01,013,Butler County,32,31.836133,-86.641349,N,N,N,N,N,0102,01090,01023,2023-2024
-86.8125461179999,33.493667712,46,00001933,GLEN IRIS BAPTIST SCHOOL,1130 10TH PL S,BIRMINGHAM,AL,35205,01,073,Jefferson County,12,33.493674,-86.812551,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01055,01018,2023-2024
-86.998226006,34.536453502,47,00001944,DECATUR HERITAGE CHRISTIAN ACADEMY,3802 SPRING AVE,DECATUR,AL,35601,01,103,Morgan County,13,34.53646,-86.998231,19460,"Decatur, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01008,01003,2023-2024
-86.35973931,32.257114958,48,00002063,HOOPER ACADEMY,380 FISCHER RD,HOPE HULL,AL,36043,01,101,Montgomery County,41,32.257121,-86.359744,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0107,01069,01026,2023-2024
-85.130791675,31.9185779900001,49,00002096,THE LAKESIDE SCHOOL,1020 LAKE DR,EUFAULA,AL,36027,01,005,Barbour County,41,31.918584,-85.130796,21640,"Eufaula, AL-GA",2,N,N,0102,01084,01028,2023-2024
-85.660689481,32.802920816,50,00002154,LYMAN WARD MILITARY ACADEMY,174 WARD CIR,CAMP HILL,AL,36850,01,123,Tallapoosa County,42,32.802927,-85.660694,10760,"Alexander City, AL",2,194,"Columbus-Auburn-Opelika, GA-AL",0103,01081,01027,2023-2024
-86.706866078,34.703143455,51,00002165,MADISON ACADEMY,325 SLAUGHTER RD,MADISON,AL,35758,01,089,Madison County,12,34.70315,-86.706871,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01025,01002,2023-2024
-87.900935959,30.5100143930001,52,00002176,MARIETTA JOHNSON SCHOOL OF ORGANIC EDUCATION,8 MARIETTA DR,FAIRHOPE,AL,36532,01,003,Baldwin County,13,30.51002,-87.900941,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01094,01032,2023-2024
-85.432866619,31.2624241450001,53,00002234,NORTHSIDE METHODIST CHURCH & ACADEMY,2600 REDMOND RD,DOTHAN,AL,36303,01,069,Houston County,13,31.26243,-85.432871,20020,"Dothan, AL",1,222,"Dothan-Enterprise-Ozark, AL",0102,01085,01029,2023-2024
-88.0899987719999,33.252978811,54,00002278,PICKENS ACADEMY,225 RAY BASS RD,CARROLLTON,AL,35447,01,107,Pickens County,43,33.252985,-88.090004,46220,"Tuscaloosa, AL",1,N,N,0107,01061,01021,2023-2024
-85.942189451,31.7824240480001,55,00002289,PIKE LIBERAL ARTS SCHOOL,301 KERVIN DR,TROY,AL,36081,01,109,Pike County,41,31.78243,-85.942194,45980,"Troy, AL",2,N,N,0102,01089,01031,2023-2024
-87.5840159429999,32.699101908,56,00002358,SOUTHERN ACADEMY,407 COLLEGE ST,GREENSBORO,AL,36744,01,065,Hale County,42,32.699108,-87.584021,46220,"Tuscaloosa, AL",1,N,N,0107,01072,01024,2023-2024
-86.9469751829999,31.446089156,57,00002391,SPARTA ACADEMY,300 PIERCE ST,EVERGREEN,AL,36401,01,035,Conecuh County,43,31.446095,-86.94698,N,N,N,N,N,0102,01068,01023,2023-2024
-85.2088236069999,32.876549783,58,00002405,SPRINGWOOD SCHOOL,1814 CHERRY DR,LANETT,AL,36863,01,017,Chambers County,41,32.876556,-85.208828,29300,"LaGrange, GA-AL",2,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",0103,01038,01013,2023-2024
-85.872746379,33.589483655,59,00002507,TRINITY CHRISTIAN ACADEMY,1500 AIRPORT RD,OXFORD,AL,36203,01,015,Calhoun County,13,33.58949,-85.872751,11500,"Anniston-Oxford, AL",1,N,N,0103,01035,01012,2023-2024
-88.122957892,30.6490873700001,60,00002551,GOVERNMENT STREET CHRISTIAN SCHOOL,3401 GOVERNMENT BLVD,MOBILE,AL,36693,01,097,Mobile County,12,30.649093,-88.122963,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01103,01035,2023-2024
-86.2159563439999,32.3892939250001,61,00002788,ALABAMA CHRISTIAN ACADEMY,4700 WARES FERRY RD,MONTGOMERY,AL,36109,01,101,Montgomery County,12,32.3893,-86.215961,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0102,01074,01025,2023-2024
-88.250435835,31.1348842680001,62,00002799,WESLEYAN CHRISTIAN ACADEMY,21276 US HIGHWAY 45,CITRONELLE,AL,36522,01,097,Mobile County,42,31.13489,-88.250441,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01102,01034,2023-2024
-86.011476407,32.3015039360001,63,00002835,MACON EAST ACADEMY,15396 VAUGHN RD,CECIL,AL,36013,01,101,Montgomery County,41,32.30151,-86.011481,33860,"Montgomery, AL",1,388,"Montgomery-Selma, AL",0102,01075,01025,2023-2024
-85.450204549,32.6377428440001,64,00003001,LEE-SCOTT ACADEMY,1601 ACADEMY DR,AUBURN,AL,36830,01,081,Lee County,13,32.637749,-85.450209,12220,"Auburn-Opelika, AL",1,194,"Columbus-Auburn-Opelika, GA-AL",0103,01079,01027,2023-2024
-86.844446109,33.494753712,65,00003216,EPHESUS ACADEMY,829 MCMILLON AVE SW,BIRMINGHAM,AL,35211,01,073,Jefferson County,12,33.49476,-86.844451,13820,"Birmingham, AL",1,142,"Birmingham-Cullman-Talladega, AL",0107,01055,01018,2023-2024
-86.490636142,34.6682334540001,66,00003271,BIG COVE CHRISTIAN ACADEMY,6354 HWY 431 S,OWENS CROSS ROADS,AL,35763,01,089,Madison County,31,34.66824,-86.490641,26620,"Huntsville, AL",1,290,"Huntsville-Decatur-Albertville, AL-TN",0105,01020,01007,2023-2024
-88.209085868,30.6512443730001,67,00003329,MOBILE JUNIOR ACADEMY,1915 CODY RD S,MOBILE,AL,36695,01,097,Mobile County,21,30.65125,-88.209091,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",0101,01100,01034,2023-2024
-85.588129388,34.8766053750001,68,00003384,FLORAL CREST SCHOOL,1228 COUNTY ROAD 89,BRYANT,AL,35958,01,071,Jackson County,42,34.876612,-85.588134,42460,"Scottsboro, AL",2,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",0105,01023,01008,2023-2024
-147.716163963,64.851280226,69,00023629,"MONROE JR, SR HIGH SCHOOLS OF FAIRBANKS",615 MONROE ST,FAIRBANKS,AK,99701,02,090,Fairbanks North Star Borough,13,64.851282,-147.71619,21820,"Fairbanks-College, AK",1,N,N,0200,02031,0200P,2023-2024
-149.779788019,61.123308336,70,00023924,ANCHORAGE JUNIOR ACADEMY,5511 OMALLEY RD,ANCHORAGE,AK,99507,02,020,Anchorage Municipality,11,61.12331,-149.779811,11260,"Anchorage, AK",1,N,N,0200,02011,0200F,2023-2024
-110.919220349,31.356835125,71,00030873,LOURDES CATHOLIC SCHOOL,555 E PATAGONIA HWY,NOGALES,AZ,85621,04,023,Santa Cruz County,33,31.35684,-110.919231,35700,"Nogales, AZ",2,536,"Tucson-Nogales, AZ",0407,04021,04021,2023-2024
-110.451918311,33.354319812,72,00030884,ST CHARLES APACHE MISSION SCHOOL,355 SAN CARLOS AVE,SAN CARLOS,AZ,85550,04,007,Gila County,43,33.354325,-110.451929,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",0402,04006,04006,2023-2024
-110.96225028,32.326934985,73,00030909,KINO LEARNING CENTER,6625 N 1ST AVE,TUCSON,AZ,85718,04,019,Pima County,21,32.32694,-110.962261,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0406,04018,04018,2023-2024
-110.841910312,32.1996149980001,74,00030931,OUR MOTHER OF SORROWS CATHOLIC SCHOOL,1800 S KOLB RD,TUCSON,AZ,85710,04,019,Pima County,11,32.19962,-110.841921,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0407,04021,04021,2023-2024
-110.949170287,32.2541349950001,75,00030942,SALPOINTE CATHOLIC HIGH SCHOOL,1545 E COPPER ST,TUCSON,AZ,85719,04,019,Pima County,11,32.25414,-110.949181,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0407,04020,04020,2023-2024
-110.969520286,32.206455003,76,00030964,SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,AZ,85713,04,019,Pima County,11,32.20646,-110.969531,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0407,04020,04020,2023-2024
-110.892110299,32.2435449930001,77,00030997,ST CYRIL ELEMENTARY SCHOOL,4725 E PIMA ST,TUCSON,AZ,85712,04,019,Pima County,11,32.24355,-110.892121,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0406,04018,04018,2023-2024
-110.978110286,32.178225007,78,00031006,ST JOHN THE EVANGELIST CATHOLIC SCHOOL,600 W AJO WAY,TUCSON,AZ,85713,04,019,Pima County,11,32.17823,-110.978121,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",0407,04020,04020,2023-2024
-114.649112546,32.716531112,79,00031039,IMMACULATE CONCEPTION CATHOLIC SCHOOL,501 S AVE B,YUMA,AZ,85364,04,027,Yuma County,13,32.716536,-114.649124,49740,"Yuma, AZ",1,N,N,0407,04023,04023,2023-2024
-114.627314552,32.6946091140001,80,00031061,ST FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,AZ,85364,04,027,Yuma County,13,32.694614,-114.627326,49740,"Yuma, AZ",1,N,N,0407,04023,04023,2023-2024
-109.543175628,31.3488540660001,81,00031094,LORETTO CATHOLIC SCHOOL,1200 E 14TH ST,DOUGLAS,AZ,85607,04,003,Cochise County,33,31.348859,-109.543186,43420,"Sierra Vista-Douglas, AZ",1,N,N,0407,04019,04019,2023-2024
-111.750020086,32.8745949450001,82,00031108,ST ANTHONY OF PADUA CATHOLIC SCHOOL,501 E 2ND ST,CASA GRANDE,AZ,85122,04,021,Pinal County,13,32.8746,-111.750031,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0406,04016,04016,2023-2024
-111.833077031,33.4186828750001,83,00031185,QUEEN OF PEACE CATHOLIC SCHOOL,141 N MACDONALD,MESA,AZ,85201,04,013,Maricopa County,11,33.418688,-111.833088,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0404,04009,04009,2023-2024
-111.925617014,33.405159881,84,00031232,OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,AZ,85282,04,013,Maricopa County,12,33.405165,-111.925628,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0404,04008,04008,2023-2024
-111.916100009,33.4921548680001,85,00031243,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,3801 N MILLER RD,SCOTTSDALE,AZ,85251,04,013,Maricopa County,12,33.49216,-111.916111,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0401,04008,04008,2023-2024
-112.474269818,34.543594758,86,00031254,SACRED HEART CATHOLIC SCHOOL,131 N SUMMIT AVE,PRESCOTT,AZ,86301,04,025,Yavapai County,13,34.5436,-112.474281,39150,"Prescott Valley-Prescott, AZ",1,N,N,0402,04001,04001,2023-2024
-112.067519978,33.505104875,87,00031265,XAVIER COLLEGE PREPARATORY,4710 N 5TH ST,PHOENIX,AZ,85012,04,013,Maricopa County,11,33.50511,-112.067531,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04005,04005,2023-2024
-112.17061496,33.4855368830001,88,00031276,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,3130 N 51ST AVE,PHOENIX,AZ,85031,04,013,Maricopa County,11,33.485542,-112.170626,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04024,04024,2023-2024
-112.031019986,33.503084873,89,00031287,ST THOMAS THE APOSTLE SCHOOL,4510 N 24TH ST,PHOENIX,AZ,85016,04,013,Maricopa County,11,33.50309,-112.031031,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0401,04005,04005,2023-2024
-111.973156999,33.479464873,90,00031298,ST THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,AZ,85018,04,013,Maricopa County,11,33.47947,-111.973168,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0401,04008,04008,2023-2024
-112.068289981,33.4752848790001,91,00031301,ST MARY'S CATHOLIC HIGH SCHOOL,2525 N 3RD ST,PHOENIX,AZ,85004,04,013,Maricopa County,11,33.47529,-112.068301,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04005,04005,2023-2024
-112.13290996,33.584634867,92,00031334,ST JEROME ELEMENTARY SCHOOL,10815 N 35TH AVE,PHOENIX,AZ,85029,04,013,Maricopa County,11,33.58464,-112.132921,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0408,04027,04027,2023-2024
-112.072149986,33.388144891,93,00031367,ST CATHERINE OF SIENA CATHOLIC SCHOOL,6413 S CENTRAL AVE,PHOENIX,AZ,85042,04,013,Maricopa County,11,33.38815,-112.072161,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04011,04011,2023-2024
-112.031754988,33.469221878,94,00031378,ST AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,AZ,85006,04,013,Maricopa County,11,33.469227,-112.031766,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04005,04005,2023-2024
-112.114939968,33.5303148740001,95,00031389,SS SIMON AND JUDE CATHEDRAL SCHOOL,6351 N 27TH AVE,PHOENIX,AZ,85017,04,013,Maricopa County,11,33.53032,-112.114951,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04026,04026,2023-2024
-112.071409978,33.5046848750001,96,00031414,BROPHY COLLEGE PREPARATORY,4701 N CENTRAL AVE,PHOENIX,AZ,85012,04,013,Maricopa County,11,33.50469,-112.071421,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04005,04005,2023-2024
-112.127749967,33.504724878,97,00031425,BOURGADE CATHOLIC HIGH SCHOOL,4602 N 31ST AVE,PHOENIX,AZ,85017,04,013,Maricopa County,11,33.50473,-112.127761,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04026,04026,2023-2024
-112.153165959,33.530516876,98,00031458,ST LOUIS THE KING ROMAN CATHOLIC SCHOOL,4331 W MARYLAND AVE,GLENDALE,AZ,85301,04,013,Maricopa County,21,33.530522,-112.153177,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",0403,04026,04026,2023-2024
